,index,table_title
365,365,Table 3 Left Ventricular Exercise Echocardiography
366,366,Table 4 Predictors of Ejection Fraction Increase at 60% Exercise Load
367,367,Table 1 Baseline Characteristics of BrS Patients With an ICD Implanted
368,368,Table 2 Clinical Outcomes of BrS Patients According to ICD Indication
369,369,Table 3 Clinical Characteristics of Patients According to the Presence of Events During Follow-Up
370,370,Table 4 Parameters Associated With ICD Therapy
371,371,Table 1 Baseline Characteristics
372,372,Table 2 Resting Arterial Properties and Central Hemodynamics
373,373,Table 3 Submaximal (20-W) Exercise Arterial and Ventricular Function
374,374,Table 4 Peak Exercise Arterial and Ventricular Function
375,375,Characteristics of the responders in the SPL group
376,376,Table 5 Effect of Nitrite on Arterial Properties at Rest and Exercise
377,377,Table 1 Baseline Demographics
378,378,Table 2 Clinical Events During 10 Years
379,379,Table 1 Baseline Characteristics of the Study Population (N = 737)
380,380,Table 2 Resting and Post-Exercise Echocardiographic Data in the Study Population
381,381,Table 3 Multivariable Cox Proportional Hazard Analysis in the Study Population for Longer-Term Mortality
382,382,Table 4 Reclassification of Patients Who Survived and Who Died During Follow-Up
383,383,Adjusted treatment effects on mortality rates at day 28
384,384,"Table 1 Patient Characteristics (N = 67,161)"
385,385,Table 2 Ischemic CAD Testing and Revascularization
386,386,Table 3 Multivariable Analysis for Noninvasive Testing
387,387,Table 4 Multivariable Analysis for Invasive Testing
388,388,Table 5 Multivariable Analysis for Revascularization
389,389,Table 1 Patient Demographics
390,390,Table 2 Echocardiographic Characteristics of Patients with Aortic Stenosis
391,391,Table 1 Baseline Characteristics
392,392,Table 2 Test Results and Event Rates
393,393,Table 3 Association Between NIT Type and Positive Test Results
394,394,"Outcome variables, length of stay, and causes of death"
395,395,Table 4 Association Between NIT Result and the Primary Composite Outcome
396,396,Table 1 Clinical Characteristics of the Study Sample
397,397,Table 2 Association of Pulse Pressure With Adverse Cardiovascular Events on Unadjusted and Multivariate-Adjusted Analyses
398,398,Table 1 Baseline Characteristics According to Tertiles of the Gender-Related Score
399,399,Table 2 Multivariable Cox Proportional Hazards Regressions: Association Between the Gender-Related Score and Recurrent ACS
400,400,Table 3 Stepwise Proportional Hazard Regressions: Potential Pathways of the Association Between the Gender-Related Score and Recurrent ACS
401,401,Table 1 Baseline Clinical Characteristics by Cohort and Evaluation Strategy
402,402,"Table 2 Resource Use Over 90 Days, by Cohort and Evaluation Strategy: Number of Times Used (Number of Patients With Any Use)"
403,403,Table 4 Mean Number of Migraine Days and Change From Baseline
404,404,"Table 3 Mean Medical Costs Over 90 Days, by Cohort and Evaluation Strategy (U.S. Dollars)"
405,405,"Table 1 Characteristics of the CCP Sample by Sex and Race (N = 146,743) ∗"
406,406,Table 2 Unadjusted and Adjusted Regression Coefficients for Female Sex Predicting the Percentage of YPLL ∗
407,407,Table 3 Unadjusted and Adjusted Regression Coefficients for Black Race Predicting the Percentage of YPLL ∗
408,408,Table 1 Overview of Reports Included in the TTE and TEE Analyses
409,409,"Table 2 Overview of Reports Included in the SE, SPECT, and CTA Analyses"
410,410,Table 3 Proportion of Appropriate Tests and Their Association With Publication Year in the Total Sample and Among Classifiable Imaging Studies and Examination of the Association Between the Proportion of Classifiable Tests and Publication Years
411,411,Stent Thrombosis
412,412,Table 4 Meta-Regression of the Associations of the Proportion of Appropriate Tests
413,413,Table 5 Meta-Regression of Proportion of “Rarely Appropriate” Tests of Total Sample and Classified Studies as Dependent Variables
414,414,Table 6 Meta-Regression of Proportion of “May Be Appropriate” Tests of Total Sample and Classified Studies as Dependent Variables
415,415,Table 1 Hemodynamics in Revascularized and Nonrevascularized Animals With Hibernating Myocardium
416,416,Table 2 Proteomic Profiling in Swine With Hibernating Myocardium With and Without Revascularization ∗
417,417,Table 1 Maximum LRC and Mean LRC Changed With the Time of HFC Diet Feeding
418,418,"Table 1 Baseline Characteristics (N = 34,147)"
419,419,"Table 2 Procedural Characteristics (N = 34,147)"
420,420,Table 3 Adjusted Risks of Definite Stent Thrombosis
421,421,Table 1 Diagnostic Modalities for Myocardial Bridging
422,422,Table 2 Schwarz Classification for Myocardial Bridges and Treatment
423,423,Table 3 Studies of Percutaneous Coronary Intervention for Myocardial Bridging
424,424,Table 4 Studies of Surgical Interventions for Myocardial Bridging
425,425,Table 1 Patient Characteristics (N =75)
426,426,"Table 3 Per-Vessel Territory Diagnostic Accuracy of QCA, Coronary CTA, Combined CTA + CTP, Combined CTA + TAG320, and MDCT-IP Assessments, Compared With FFR"
427,427,"Table 4 Per-Vessel Diagnostic Accuracy of CTA + TAG320, CTA + CTP, and MDCT-IP Methods in 97 Vessels"
428,428,Table 1 Patient Characteristics Before Propensity Matching 2008 to 2010 New York State Patients With Single-Vessel Proximal Left Anterior Descending Disease Undergoing CABG Surgery and Stenting With DES
429,429,Table 2 Patient Characteristics After Propensity Matching 2008 to 2010 New York State Patients with Single-Vessel Proximal Left Anterior Descending Disease Undergoing CABG Surgery and Stenting with DES
430,430,"Table 3 3-Year Outcomes for Propensity-Matched Patients With Single-Vessel Proximal Left Anterior Descending Disease Receiving CABG Surgery and Stenting With DES in New York State: January 1, 2008 to December 31, 2010 and Followed Through to December 31, 2011"
431,431,Table 1 Clinical Characteristics
432,432,"Table 2 Baseline Psychometric, Platelet Aggregation, and Cardiovascular Hemodynamics"
433,433,Table 3 MSIMI and ESIMI
434,434,Table 4 Mental Stress–Induced Changes Controlling for Baseline Values
435,435,Table 1 Baseline Clinical Characteristics of Patients Receiving 6 Months and 12 Months of DAPT
436,436,Table 2 Baseline Lesion Characteristics of Patients Receiving 6 Months and 12 Months of DAPT
437,437,Table 3 Procedural and In-Hospital Outcomes of Patients Receiving 6 Months and 12 Months of DAPT
438,438,Table 4 Medication Use During Trial in Patients Receiving 6 Months and 12 Months of DAPT
439,439,Table 5 Clinical Outcomes in Patients Receiving 6 Months and 12 Months of DAPT ∗
440,440,Table 6 Predictors of the Primary Endpoint at Multivariable Analysis
441,441,Table 1 Baseline Characteristics of Trials Included in Analyses
442,442,Features Associated With Revascularization
443,443,Table 2 GRADE Method Evidence Summarizing the Outcomes Measured
444,444,Table 1 Sex Differences in Clinical Presentation for Patients Clinically Referred to Rb-82 Myocardial Perfusion PET
445,445,Table 2 Unadjusted and Adjusted Hazard for CAD Death in Women and Men Undergoing Stress Myocardial Perfusion Rb-82 PET Imaging
446,446,"Table 3 Model Subset Including Rest LVEF Measurement and Stress Myocardial Perfusion Rb-82 PET in 2,101 Women and Men"
447,447,Table 4 Net Re-Classification Improvement for Estimation of CAD Death Using Clinical Risk Variables Combined With Stress Myocardial Perfusion Rb-82 PET Imaging in Women and Men
448,448,Table 1 Characteristics of the 91 Patients With Suspected ISR Who Completed the Study
449,449,"Table 2 Performance of CTA, CTP, and Combined CTA/CTP for the Detection of Coronary ISR"
450,450,Table 3 Performance of CTA and Combined CTA/CTP for the Detection of Any Coronary Artery Stenosis
451,451,"Table 1 Sociodemographic, Military Service, Lifestyle, and Cardiovascular Disease Risk Factors at Military Enlistment or at Baseline (1992) by PTSD Status"
452,452,Table 2 Multivariable Analysis of the Relationship Between PTSD and Incidence of Coronary Heart Disease
453,453,Table 3 Multivariable Analysis of the Relationship Between PTSD and STSS in the Overall Sample
454,454,Characteristics of the Matched Patients From Medical Therapy Versus Revascularization
455,455,Table 4 Multivariable Analysis of the Relationship Between PTSD and Coronary Flow Reserve in the Overall Sample
456,456,Table 5 Relationship Between PTSD and CHD Outcome Measures in PTSD-Discordant Twin Pairs
457,457,Table 1 Baseline and Descriptive Characteristics at Time of Index Coronary Stenting by Quartiles of Site Cumulative Incidence of Stress Test Use at 365 Days After Index PCI
458,458,Table 1 Baseline Characteristics
459,459,Table 2 Differences in Indications and Appropriateness Among Modalities
460,460,NPY Promoter Variant ∇−880 Δrs3037354: Effects on Heritable Autonomic Traits in Twins and Sibs
461,461,Table 3 Most Common Indications by Modality and Appropriateness Rating
462,462,Table 4 Likelihood of an Abnormal Result by Appropriateness Among the Most Common Indication Groups for Testing
463,463,Comparison of Key Baseline Variables in STICH Patients With and Without Ischemia Testing
464,464,Comparison of Key Baseline Variables Between Patients With and Without Inducible Myocardial Ischemia on Stress Testing
465,465,p Values for the Statistical Assessment of Interaction Between Treatment and Presence or Absence of Ischemia for Each Pre-Determined Clinical Endpoint
466,466,Cox Proportional Hazards Model for Aggregate Clinical Risk Score
467,467,Cox Proportional Hazards Model: Aggregate Clinical Risk Score With Imaging Data
468,468,Studies Regarding Coronary Intervention-Associated Oxidative Stress
469,469,Comparison of Clinical Characteristics Among the Temporal Patient Groups
470,470,Temporal Prevalence of Abnormal SPECT According to Clinical Parameters
471,471,Temporal Prevalence of Abnormal SPECT According to Clinical Parameters in Propensity-Matched Patients
472,472,Temporal Risk-Adjusted OR for Having an Abnormal SPECT Study
473,473,Baseline Characteristics of CARDIA Participants by Presence or Absence of ER at Year 0
474,474,Multivariable-Adjusted Regression Analysis for Cross-Sectional Associations of Cardiovascular Risk Factors With Presence of Definite ER at Each Examination
475,475,Association of Cardiovascular Risk Factors With Maintenance (vs. Loss) of ER Among Participants With ER at Baseline
476,476,Dependence of Myocardial Stiffness on Pressure (n = 6)
477,477,Left Ventricular Responses and Electrocardiographic Ischemic Change to MS and ES (n = 290)
478,478,Exercise Capacity Among Patients With/Without MSIMI or ESIMI ⁎  (n = 290)
479,479,Demographic and Clinical Characteristics of Patients With/Without MSIMI and Patients With/Without ESIMI
480,480,"Reactivity of Blood Pressure, HR, RPP, and Physical Symptoms During Stress Testing (n = 290)"
481,481,Population Characteristics (N = 101)
482,482,Comparison of Diagnostic Protocols in Predicting Functionally Significant CAD (FFR ≤0.80)
483,483,Analysis of CTP in Predicting Reversible Perfusion Defects as Assessed by CMR-Perf
484,484,Meta-Analysis of a Human NPY Promoter Variant on NPY Secretion
485,485,Age-Adjusted Characteristics of U.S. Adults (≥20 Years): NHANES 1999 to 2010
486,486,Age–Adjusted Mean SBP and DBP Among U.S. Adults (≥20 Years): NHANES 1999 to 2010
487,487,Age–Adjusted Prevalence of Hypertension and Pre-Hypertension among U.S. Adults (≥20 Years): NHANES 1999 to 2010
488,488,"Age-Adjusted Awareness, Management, and Control of Hypertension Among U.S. Adult Hypertensive Participants: NHANES 1999 to 2010"
489,489,Baseline Characteristics of the Patients
490,490,Angiographic and Procedural Characteristics
491,491,Medication at Discharge
492,492,Clinical Results at 30 Days and 1 Year of Follow-Up
493,493,Baseline Characteristics of the Present Study Population Compared With the Remaining (Excluded) BASKET Patients
494,494,TV Versus Remote Clinical Events During Months 7 to 60
495,495,Patient Demographics
496,496,Linear Regression Between Systolic Stiffness and Systolic Pressure
497,497,Baseline Characteristic of Participants With and Without Pulmonary Edema
498,498,Baseline Hemodynamics and Volume Measurements
499,499,Univariate Cox Regression Analyses of Baseline Variables
500,500,Differences Between Characteristics at Baseline and at 12-Month Follow-Up
501,501,Differences Between Different Classes of Medical Therapies (n = 76)
502,502,Univariate Survival Analyses of Changes in Follow-Up Variables
503,503,NF Donor and Severe Chronic HF Patient Group Details
